"Detroit"
4294400.138459929
623.1359534877486
1543.2125286184491
2319.004600806956
2936.3296332259265
3908.8774161807523
4722.518693023422
5588.565554915702
"Washington DC"
5631163.488495784
544.635727560522
1148.3033660224728
2223.5688704503727
3432.4502526203087
4342.1159543823
5350.27230031741
8622.372780765565
"Dallas"
6360706.324405187
415.94014724198234
1309.6528603349263
2402.2887444574017
2924.1631341166826
3466.465599749962
4041.90895279018
4829.371908812092
"Baltimore"
2707387.454653064
556.5041446781553
1253.3879138058305
1936.894975651033
2610.762101517365
3418.2222362287703
5122.7482870989425
7726.050694707371
"Miami"
5564574.422014207
2071.0448318691756
3131.079794200972
4263.645420223728
5282.988246090325
6010.222158052826
6933.583795081017
9011.843617099303
"Los Angeles"
1.2823789761319494E7
2732.0878207872333
4879.262412933579
6415.964617865274
8220.123583873863
10271.346101451318
12199.863973329546
16337.762464898666
"Minneapolis"
3333756.7379864333
209.74157641830473
621.8208173759712
1281.3880335605847
2287.296597924981
2768.7400013073566
3616.7125681235525
6089.807914641417
"Boston"
4551710.742657848
635.86080685889
1040.6113948897305
1759.9297978190502
2608.3104181286058
4885.602800968819
8315.594381600153
15482.718163418554
"Philadelphia"
5953616.3141346425
645.0426915766395
1381.1339924585277
1863.3024092004614
2686.546980797691
4294.03917202165
7948.978192649796
16441.003037165377
"St. Louis"
2785215.9028115305
167.83274367038837
533.1796191343059
954.9396652310694
1609.1510621081313
2183.4078077314207
3224.8762371296316
4388.950407233789
"Chicago"
9461343.723202575
1053.3674951524995
1983.1123424489176
2970.11122579075
4006.8013564696025
5281.937012984894
9861.015773004474
16917.32548753856
"Phoenix"
4191703.934054599
467.5150731227808
1440.1752370456013
2553.249798591129
3359.4692591947482
3894.572583312175
4690.465595097373
5601.301588229903
"Houston"
5910530.678601441
444.02244999623565
1510.4086705927914
2214.4786381632825
2833.912136238414
3438.795407450518
4309.7125841344605
5874.96987460432
"San Diego"
3075947.2701109666
1307.3479605052676
2179.1680104437255
2970.3037503869728
3581.0377110260574
5214.1720309826915
6215.826698582505
8362.893553497486
"Seattle"
3422878.0493296264
623.8969109308297
1689.3699990618968
2897.9326878220304
3343.1274153266595
4092.5300455100587
4795.168036662466
6805.523180693507
"Atlanta"
5278195.930532916
380.49747100941556
664.7305573092034
1154.7890409864062
1519.2331471493337
2106.9420984228423
2524.7196433827103
3251.9055132240314
"Denver"
2544015.0129716834
702.2297055163328
1450.2242053373282
2833.0731992428778
3770.633666126621
4581.774577013501
5188.537430843167
6387.373591064238
"Tampa"
2776790.586133958
661.7831524169428
1261.5841611104963
2086.0443925002683
2837.7761862323073
3596.0873445065836
4308.668523268386
4719.232433806423
"San Jose"
1839475.50477163
748.739153125524
2631.203242794756
4378.876829601293
6491.504861489621
7619.0431780911895
8395.874524461926
9646.190638108874
"Providence"
1567140.9689802157
528.8838475429875
828.3812423842083
1266.0738008622784
1947.2208242510442
3241.153691007157
6003.217133356524
8426.32602515937
"Riverside"
4216223.250338229
476.63925971147705
932.431562033083
1443.1428319988527
2152.2662997050743
2640.705015643628
3204.6741921467597
5283.945150157317
"New York"
1.8888281853605814E7
1587.4885096396413
3251.875809834303
5978.440403284852
10772.018254333036
21185.88515586473
37347.1458930319
58144.09922603926
"San Francisco"
4322703.1196684055
1375.5021269050576
2773.4938639993866
3529.285583956088
4699.049241616911
6893.977698297034
10045.895385223565
18449.45543157075
